user_id,resource_id,rating,completion,goals,level,timestamp
user_013,res_064,3,0.65,career machine_learning python,实战,2026-04-06T22:00:00
user_013,res_028,3,0.72,career machine_learning python,实战,2026-04-29T22:00:00
user_013,res_025,3,0.83,career machine_learning python,实战,2026-04-30T09:00:00
user_013,res_037,3,0.72,career machine_learning python,实战,2026-05-16T01:00:00
user_013,res_040,3,0.85,career machine_learning python,实战,2026-05-17T08:00:00
user_013,res_020,2,0.64,career machine_learning python,实战,2026-05-22T04:00:00
user_013,res_060,5,1.0,career machine_learning python,实战,2026-05-24T06:00:00
user_013,res_004,3,0.63,career machine_learning python,实战,2026-05-26T18:00:00
user_013,res_038,2,0.54,career machine_learning python,实战,2026-06-04T18:00:00
user_013,res_029,3,0.57,career machine_learning python,实战,2026-06-06T06:00:00
user_013,res_051,2,0.42,career machine_learning python,实战,2026-06-06T21:00:00
user_014,res_032,2,0.71,career python web_backend,基础,2026-03-16T00:00:00
user_014,res_043,2,0.47,career python web_backend,基础,2026-03-25T19:00:00
user_014,res_006,5,1.0,career python web_backend,基础,2026-03-31T22:00:00
user_014,res_018,2,0.45,career python web_backend,基础,2026-04-02T10:00:00
user_014,res_041,2,0.62,career python web_backend,基础,2026-04-26T01:00:00
user_014,res_021,2,0.77,career python web_backend,基础,2026-04-30T07:00:00
user_014,res_022,2,0.72,career python web_backend,基础,2026-05-05T22:00:00
user_014,res_028,2,0.43,career python web_backend,基础,2026-05-06T11:00:00
user_014,res_031,2,0.65,career python web_backend,基础,2026-05-10T13:00:00
user_014,res_057,5,0.91,career python web_backend,基础,2026-05-28T15:00:00
user_014,res_059,4,1.0,career python web_backend,基础,2026-06-13T17:00:00
user_014,res_027,2,0.46,career python web_backend,基础,2026-06-15T04:00:00
user_014,res_007,4,1.0,career python web_backend,基础,2026-06-19T02:00:00
user_014,res_012,2,0.74,career python web_backend,基础,2026-06-19T16:00:00
user_014,res_038,4,0.65,career python web_backend,基础,2026-06-20T17:00:00
user_014,res_023,2,0.84,career python web_backend,基础,2026-06-25T03:00:00
user_014,res_053,2,0.65,career python web_backend,基础,2026-06-27T09:00:00
user_015,res_020,3,0.74,math nlp web_backend,进阶,2026-03-05T04:00:00
user_015,res_064,3,0.55,math nlp web_backend,进阶,2026-03-09T07:00:00
user_015,res_022,3,0.57,math nlp web_backend,进阶,2026-03-22T22:00:00
user_015,res_031,4,1.0,math nlp web_backend,进阶,2026-03-30T23:00:00
user_015,res_053,4,1.0,math nlp web_backend,进阶,2026-03-31T18:00:00
user_015,res_036,4,0.66,math nlp web_backend,进阶,2026-04-11T01:00:00
user_015,res_001,2,0.78,math nlp web_backend,进阶,2026-04-22T01:00:00
user_015,res_038,5,0.96,math nlp web_backend,进阶,2026-05-07T14:00:00
user_015,res_032,4,0.95,math nlp web_backend,进阶,2026-05-23T02:00:00
user_015,res_029,4,0.79,math nlp web_backend,进阶,2026-05-31T15:00:00
user_015,res_023,2,0.83,math nlp web_backend,进阶,2026-06-06T20:00:00
user_015,res_043,3,0.56,math nlp web_backend,进阶,2026-06-09T08:00:00
user_015,res_047,3,0.82,math nlp web_backend,进阶,2026-06-14T20:00:00
user_015,res_010,3,0.9,math nlp web_backend,进阶,2026-06-18T17:00:00
user_015,res_054,4,0.9,math nlp web_backend,进阶,2026-06-20T03:00:00
user_015,res_057,2,0.47,math nlp web_backend,进阶,2026-06-20T20:00:00
user_015,res_019,2,0.61,math nlp web_backend,进阶,2026-06-25T12:00:00
user_015,res_035,4,0.81,math nlp web_backend,进阶,2026-06-28T10:00:00
user_016,res_058,2,0.71,deep_learning math web_backend,进阶,2026-03-03T21:00:00
user_016,res_037,4,0.94,deep_learning math web_backend,进阶,2026-03-21T02:00:00
user_016,res_034,3,0.73,deep_learning math web_backend,进阶,2026-04-02T14:00:00
user_016,res_051,4,0.83,deep_learning math web_backend,进阶,2026-04-02T14:00:00
user_016,res_011,2,0.57,deep_learning math web_backend,进阶,2026-04-15T18:00:00
user_016,res_012,3,0.62,deep_learning math web_backend,进阶,2026-04-19T15:00:00
user_016,res_044,2,0.56,deep_learning math web_backend,进阶,2026-05-15T09:00:00
user_016,res_027,2,0.41,deep_learning math web_backend,进阶,2026-06-11T14:00:00
user_016,res_006,2,0.41,deep_learning math web_backend,进阶,2026-06-19T21:00:00
user_016,res_025,3,0.89,deep_learning math web_backend,进阶,2026-06-24T09:00:00
user_016,res_032,2,0.51,deep_learning math web_backend,进阶,2026-06-25T18:00:00
user_016,res_040,4,1.0,deep_learning math web_backend,进阶,2026-06-25T19:00:00
user_017,res_041,2,0.75,deep_learning nlp web_backend,基础,2026-03-02T08:00:00
user_017,res_033,3,0.87,deep_learning nlp web_backend,基础,2026-03-05T18:00:00
user_017,res_063,3,0.68,deep_learning nlp web_backend,基础,2026-03-15T14:00:00
user_017,res_050,2,0.53,deep_learning nlp web_backend,基础,2026-03-22T08:00:00
user_017,res_049,2,0.59,deep_learning nlp web_backend,基础,2026-03-26T04:00:00
user_017,res_054,3,0.59,deep_learning nlp web_backend,基础,2026-03-29T21:00:00
user_017,res_042,3,0.58,deep_learning nlp web_backend,基础,2026-03-30T15:00:00
user_017,res_047,3,0.91,deep_learning nlp web_backend,基础,2026-04-16T16:00:00
user_017,res_007,2,0.61,deep_learning nlp web_backend,基础,2026-05-26T23:00:00
user_017,res_043,3,0.94,deep_learning nlp web_backend,基础,2026-06-12T09:00:00
user_017,res_055,3,0.78,deep_learning nlp web_backend,基础,2026-06-14T20:00:00
user_017,res_009,3,0.95,deep_learning nlp web_backend,基础,2026-06-17T17:00:00
user_017,res_044,2,0.47,deep_learning nlp web_backend,基础,2026-06-25T09:00:00
user_018,res_064,2,0.68,math python web_backend,进阶,2026-03-03T01:00:00
user_018,res_008,4,1.0,math python web_backend,进阶,2026-03-12T21:00:00
user_018,res_009,3,0.74,math python web_backend,进阶,2026-03-13T07:00:00
user_018,res_003,4,0.75,math python web_backend,进阶,2026-03-17T18:00:00
user_018,res_027,3,0.7,math python web_backend,进阶,2026-03-25T03:00:00
user_018,res_020,2,0.6,math python web_backend,进阶,2026-03-31T11:00:00
user_018,res_041,3,0.59,math python web_backend,进阶,2026-04-28T11:00:00
user_018,res_053,4,0.97,math python web_backend,进阶,2026-05-09T13:00:00
user_018,res_042,2,0.7,math python web_backend,进阶,2026-05-09T20:00:00
user_018,res_062,2,0.77,math python web_backend,进阶,2026-05-10T06:00:00
user_018,res_059,3,0.89,math python web_backend,进阶,2026-05-18T13:00:00
user_018,res_045,3,0.65,math python web_backend,进阶,2026-05-28T11:00:00
user_018,res_030,2,0.72,math python web_backend,进阶,2026-06-22T13:00:00
user_019,res_017,2,0.61,machine_learning math nlp,进阶,2026-03-04T01:00:00
user_019,res_055,4,0.83,machine_learning math nlp,进阶,2026-03-15T23:00:00
user_019,res_008,3,0.67,machine_learning math nlp,进阶,2026-03-19T02:00:00
user_019,res_009,4,0.84,machine_learning math nlp,进阶,2026-03-29T19:00:00
user_019,res_018,2,0.42,machine_learning math nlp,进阶,2026-04-03T01:00:00
user_019,res_010,4,0.84,machine_learning math nlp,进阶,2026-04-16T16:00:00
user_019,res_052,4,1.0,machine_learning math nlp,进阶,2026-04-24T21:00:00
user_019,res_012,3,0.84,machine_learning math nlp,进阶,2026-04-26T02:00:00
user_019,res_043,2,0.68,machine_learning math nlp,进阶,2026-05-14T17:00:00
user_019,res_002,3,0.69,machine_learning math nlp,进阶,2026-05-16T16:00:00
user_019,res_001,2,0.56,machine_learning math nlp,进阶,2026-06-09T07:00:00
user_019,res_035,2,0.75,machine_learning math nlp,进阶,2026-06-19T21:00:00
user_020,res_029,4,0.93,career nlp web_backend,实战,2026-03-04T19:00:00
user_020,res_008,2,0.77,career nlp web_backend,实战,2026-03-12T13:00:00
user_020,res_036,4,0.87,career nlp web_backend,实战,2026-03-20T21:00:00
user_020,res_015,3,0.89,career nlp web_backend,实战,2026-04-04T00:00:00
user_020,res_027,3,0.83,career nlp web_backend,实战,2026-04-09T10:00:00
user_020,res_050,2,0.53,career nlp web_backend,实战,2026-04-09T11:00:00
user_020,res_047,2,0.77,career nlp web_backend,实战,2026-04-14T17:00:00
user_020,res_059,4,0.7,career nlp web_backend,实战,2026-04-15T21:00:00
user_020,res_013,2,0.61,career nlp web_backend,实战,2026-04-23T23:00:00
user_020,res_042,2,0.66,career nlp web_backend,实战,2026-05-11T17:00:00
user_020,res_014,2,0.74,career nlp web_backend,实战,2026-05-13T07:00:00
user_020,res_051,2,0.59,career nlp web_backend,实战,2026-05-25T08:00:00
user_020,res_028,5,1.0,career nlp web_backend,实战,2026-06-07T19:00:00
user_020,res_055,2,0.73,career nlp web_backend,实战,2026-06-12T04:00:00
user_020,res_057,4,0.83,career nlp web_backend,实战,2026-06-26T23:00:00
user_020,res_045,3,0.6,career nlp web_backend,实战,2026-06-27T15:00:00
user_021,res_020,3,0.58,linux machine_learning python,基础,2026-03-03T10:00:00
user_021,res_022,2,0.78,linux machine_learning python,基础,2026-03-06T13:00:00
user_021,res_010,3,0.55,linux machine_learning python,基础,2026-03-21T19:00:00
user_021,res_034,3,0.55,linux machine_learning python,基础,2026-03-27T09:00:00
user_021,res_062,2,0.54,linux machine_learning python,基础,2026-03-29T12:00:00
user_021,res_002,4,0.87,linux machine_learning python,基础,2026-04-14T13:00:00
user_021,res_041,4,0.91,linux machine_learning python,基础,2026-04-23T08:00:00
user_021,res_048,3,0.57,linux machine_learning python,基础,2026-04-26T21:00:00
user_021,res_025,2,0.46,linux machine_learning python,基础,2026-05-03T23:00:00
user_021,res_027,2,0.47,linux machine_learning python,基础,2026-05-08T22:00:00
user_021,res_009,4,0.98,linux machine_learning python,基础,2026-05-12T19:00:00
user_021,res_006,4,0.94,linux machine_learning python,基础,2026-05-15T15:00:00
user_021,res_030,2,0.65,linux machine_learning python,基础,2026-05-25T11:00:00
user_021,res_024,2,0.66,linux machine_learning python,基础,2026-05-30T20:00:00
user_021,res_014,5,1.0,linux machine_learning python,基础,2026-06-06T08:00:00
user_021,res_011,3,0.93,linux machine_learning python,基础,2026-06-19T10:00:00
user_022,res_020,3,0.73,deep_learning math web_backend,进阶,2026-03-05T01:00:00
user_022,res_007,2,0.47,deep_learning math web_backend,进阶,2026-03-26T05:00:00
user_022,res_034,4,1.0,deep_learning math web_backend,进阶,2026-04-10T04:00:00
user_022,res_057,3,0.78,deep_learning math web_backend,进阶,2026-04-15T16:00:00
user_022,res_038,5,1.0,deep_learning math web_backend,进阶,2026-04-27T21:00:00
user_022,res_022,4,0.87,deep_learning math web_backend,进阶,2026-04-29T18:00:00
user_022,res_063,2,0.74,deep_learning math web_backend,进阶,2026-05-03T14:00:00
user_022,res_012,2,0.48,deep_learning math web_backend,进阶,2026-05-05T20:00:00
user_022,res_006,2,0.61,deep_learning math web_backend,进阶,2026-05-20T09:00:00
user_022,res_026,3,0.77,deep_learning math web_backend,进阶,2026-05-21T19:00:00
user_022,res_048,2,0.53,deep_learning math web_backend,进阶,2026-05-22T02:00:00
user_022,res_055,4,1.0,deep_learning math web_backend,进阶,2026-05-22T04:00:00
user_022,res_016,2,0.74,deep_learning math web_backend,进阶,2026-05-23T02:00:00
user_022,res_015,2,0.75,deep_learning math web_backend,进阶,2026-06-23T01:00:00
user_022,res_028,2,0.63,deep_learning math web_backend,进阶,2026-06-24T11:00:00
user_023,res_010,3,0.81,career math web_backend,实战,2026-03-09T10:00:00
user_023,res_006,3,0.92,career math web_backend,实战,2026-03-12T20:00:00
user_023,res_042,2,0.48,career math web_backend,实战,2026-04-01T22:00:00
user_023,res_004,2,0.7,career math web_backend,实战,2026-04-06T08:00:00
user_023,res_031,2,0.57,career math web_backend,实战,2026-04-06T12:00:00
user_023,res_039,4,0.84,career math web_backend,实战,2026-05-06T19:00:00
user_023,res_007,3,0.67,career math web_backend,实战,2026-05-14T21:00:00
user_023,res_033,4,0.8,career math web_backend,实战,2026-05-16T01:00:00
user_023,res_052,3,0.68,career math web_backend,实战,2026-05-23T22:00:00
user_023,res_054,4,0.71,career math web_backend,实战,2026-05-30T02:00:00
user_023,res_022,2,0.57,career math web_backend,实战,2026-06-10T10:00:00
user_023,res_046,3,0.82,career math web_backend,实战,2026-06-15T23:00:00
user_023,res_029,3,0.81,career math web_backend,实战,2026-06-25T19:00:00
user_024,res_051,5,0.99,deep_learning math web_backend,基础,2026-03-16T09:00:00
user_024,res_061,2,0.57,deep_learning math web_backend,基础,2026-03-21T05:00:00
user_024,res_010,2,0.59,deep_learning math web_backend,基础,2026-03-21T06:00:00
user_024,res_032,3,0.87,deep_learning math web_backend,基础,2026-03-30T17:00:00
user_024,res_005,3,0.59,deep_learning math web_backend,基础,2026-04-02T01:00:00
user_024,res_009,3,0.73,deep_learning math web_backend,基础,2026-04-06T12:00:00
user_024,res_022,4,0.67,deep_learning math web_backend,基础,2026-04-16T21:00:00
user_024,res_007,2,0.48,deep_learning math web_backend,基础,2026-04-27T16:00:00
user_024,res_019,4,1.0,deep_learning math web_backend,基础,2026-05-10T03:00:00
user_024,res_050,4,1.0,deep_learning math web_backend,基础,2026-05-18T09:00:00
user_024,res_015,3,0.61,deep_learning math web_backend,基础,2026-05-26T18:00:00
user_024,res_040,4,0.88,deep_learning math web_backend,基础,2026-06-03T16:00:00
user_024,res_012,2,0.55,deep_learning math web_backend,基础,2026-06-07T19:00:00
user_024,res_013,2,0.83,deep_learning math web_backend,基础,2026-06-09T15:00:00
user_024,res_014,3,0.86,deep_learning math web_backend,基础,2026-06-12T05:00:00
user_025,res_033,2,0.68,deep_learning math nlp,基础,2026-03-09T03:00:00
user_025,res_002,3,0.53,deep_learning math nlp,基础,2026-03-11T00:00:00
user_025,res_026,3,0.58,deep_learning math nlp,基础,2026-03-31T13:00:00
user_025,res_025,4,0.65,deep_learning math nlp,基础,2026-04-15T07:00:00
user_025,res_024,4,0.86,deep_learning math nlp,基础,2026-05-08T00:00:00
user_025,res_027,3,0.89,deep_learning math nlp,基础,2026-05-10T23:00:00
user_025,res_006,3,0.61,deep_learning math nlp,基础,2026-05-25T02:00:00
user_025,res_060,3,0.59,deep_learning math nlp,基础,2026-05-30T15:00:00
user_025,res_016,2,0.66,deep_learning math nlp,基础,2026-05-31T04:00:00
user_025,res_004,3,0.71,deep_learning math nlp,基础,2026-06-08T09:00:00
user_025,res_057,3,0.81,deep_learning math nlp,基础,2026-06-10T04:00:00
user_025,res_023,4,0.77,deep_learning math nlp,基础,2026-06-15T15:00:00
user_025,res_058,3,0.54,deep_learning math nlp,基础,2026-06-28T03:00:00
